id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
736534,Enjoy a Private Room in Chartfield Guesthouse,3007248,Florian,,Ward 64,-34.12637,18.44963,Private room,1250,1,69,2022-12-13,0.82,18,310,16,
3191,Malleson Garden Cottage,3754,Brigitte,,Ward 57,-33.94739,18.476,Entire home/apt,515,3,70,2022-12-23,0.60,1,297,14,
1625734,"Fabulous Villa, Large Entertainment Area Patio/Pool",8643899,Linda,,Ward 62,-34.03014,18.42844,Entire home/apt,12500,7,5,2022-04-25,0.10,4,340,1,
742345,Room with a View - Green Point,3886732,Koos,,Ward 115,-33.90999,18.41148,Entire home/apt,750,3,12,2022-12-11,0.29,80,123,6,
1626659,Big Bay La Paloma - 2 bedroom suite,5646468,Madeleine,,Ward 23,-33.780788,18.454124,Private room,800,1,12,2022-12-20,0.11,2,162,4,
15007,Blaauwberg House,59072,Dirk,,Ward 23,-33.80001,18.46063,Entire home/apt,3684,2,41,2022-12-23,0.37,4,61,7,
751120,Open plan family home with pool and cottage,2210731,Martin And Janis,,Ward 58,-33.98061,18.4793,Entire home/apt,2600,8,8,2020-01-06,0.07,1,192,0,
15077,Top relaxed beach living in style,59342,Georg,,Ward 4,-33.858356,18.490376,Private room,2119,5,7,2022-06-16,0.06,6,281,2,
15199,Self catering apartment,59694,Alexa,,Ward 115,-33.91044,18.41239,Entire home/apt,2500,14,2,2016-04-15,0.02,1,365,0,
1642108,Guinea Fowl House Kommetjie,8718245,Michele,,Ward 61,-34.13829,18.32878,Entire home/apt,3500,2,2,2022-01-02,0.08,4,119,1,
751785,P4 Albany - Instaworthy Views. Free Parking. Walk Everywhere,2516345,Jaco,,Ward 115,-33.9242,18.42451,Entire home/apt,2218,3,14,2022-09-02,0.12,68,292,1,
1642844,"Classic Victorian Home, views over the Ocean !",8721135,James,,Ward 115,-33.90916,18.40478,Entire home/apt,9400,6,2,2022-05-31,0.02,1,333,1,
15285,Waterford-Guinea Fowl Self Catering,59964,Chris+Alison,,Ward 71,-34.03863,18.43128,Entire home/apt,1600,2,11,2022-01-17,0.08,3,27,2,
753843,"Location & personality! 413 Cascades, Green Point.",3902221,Samantha,,Ward 115,-33.9096,18.41316,Entire home/apt,879,2,31,2018-08-09,0.25,1,0,0,
15354,"Aurora Self Catering Units, Durbanville, Cape Town",60196,Ian,,Ward 112,-33.82924,18.63144,Entire home/apt,650,3,0,,,1,332,0,
15480,In hip designer district of Cape T.,60443,Jean,,Ward 115,-33.92876,18.42247,Entire home/apt,650,21,23,2022-08-24,0.15,1,162,4,
1643042,Executive Living surrounded by Street Art,8721830,Dencel,,Ward 57,-33.93249,18.46177,Entire home/apt,1021,2,42,2022-12-13,0.50,27,46,23,
754780,Large and clean room in a house,3971841,John,,Ward 57,-33.93662,18.46369,Private room,3912,14,0,,,1,365,0,
1643095,Junior Suite next to the beach,59342,Georg,,Ward 4,-33.858356,18.490376,Private room,3160,5,2,2015-04-07,0.02,6,287,0,
759767,Woodbridge Island Townhouse in private estate.,4004504,Steven,,Ward 55,-33.88632,18.48759,Entire home/apt,1400,7,17,2022-12-09,0.14,1,334,2,
1644384,Spacious Family Home in Claremont,8727158,Elmarie,,Ward 58,-33.97787,18.48628,Entire home/apt,3500,10,2,2019-01-03,0.02,1,52,0,
15704,Hollywood Mansion & Spa Camps Bay with Butler,61441,Kevin,,Ward 54,-33.96462,18.37595,Entire home/apt,76696,4,1,2017-11-14,0.02,7,296,0,
16259,Chambery - luxury self catering,63255,Cheryl,,Ward 59,-33.99463,18.46505,Entire home/apt,1095,2,16,2022-04-27,0.16,3,73,4,
768582,Stylish and bright Sea Point 1-Bed apartment,4054512,Lizzie,,Ward 54,-33.91449,18.39401,Entire home/apt,1129,5,10,2021-01-02,0.08,1,251,0,
18499,Rooms in Halaal Villa Cape Town De Tijger,71221,Abe,,Ward 2,-33.88856,18.59054,Private room,1014,7,0,,,1,364,0,
771176,African Sun,4065747,Don,,Ward 77,-33.93986,18.42288,Entire home/apt,626,2,257,2022-12-26,2.10,1,304,19,
19271,Largo House self catering suite,73439,Beverley,,Ward 59,-33.97905,18.45676,Entire home/apt,611,2,91,2022-12-21,0.69,4,296,26,
1653819,"Market House, Flat 402.",7080534,Connell Davids,,Ward 115,-33.92213,18.41945,Entire home/apt,731,3,225,2022-10-18,2.04,1,306,13,
776601,Beautiful Heritage Home,4094560,Amelia,,Ward 77,-33.94297,18.41952,Entire home/apt,8096,7,2,2020-01-10,0.03,3,0,0,
19384,2 bed home with a view under Table Mountain.,73764,Ingrid,,Ward 77,-33.92667,18.40623,Entire home/apt,1500,1,6,2020-01-29,0.09,1,90,0,
778089,Tristan's Beach House - Cape Town,2130446,Heather,,Ward 61,-34.138901,18.328859,Entire home/apt,4500,2,15,2022-04-18,0.13,3,218,3,
19561,Apartment in Durbanville,74188,Cherry,,Ward 103,-33.84192,18.67661,Private room,3436,2,0,,,1,365,0,
1657639,Homely house close to the beach,8786972,Maarten,,Ward 74,-34.04289,18.3514,Entire home/apt,1400,7,47,2022-12-13,0.44,1,288,1,
782166,Wessels House Studio,2604213,Chris,,Ward 115,-33.91136,18.41357,Entire home/apt,1250,2,24,2020-12-23,0.20,2,315,0,
1658671,Villa Pascal Guest House,8774137,Eugene,,Ward 112,-33.83539,18.65612,Private room,1000,3,1,2018-07-06,0.02,1,192,0,
19658,Private Room,74504,Ricardo,,Ward 5,-33.87058,18.53464,Private room,1718,7,0,,,1,365,0,
782208,Wessels House - Central Calm Oasis - garden & pool,2604213,Chris,,Ward 115,-33.91136,18.41357,Entire home/apt,6800,3,170,2022-11-01,1.40,2,222,15,
784349,Stay at the foot of Table Mountain!,4136097,Ralf,,Ward 77,-33.94423,18.41244,Entire home/apt,3009,2,31,2022-05-08,0.26,2,211,1,
20125,Double Bedr0om to Rent,76161,Debbie,,Ward 73,-34.02811,18.48246,Private room,1386,1,0,,,1,365,0,
1666477,Largo House guest suite,73439,Beverley,,Ward 59,-33.97997,18.45622,Entire home/apt,609,2,184,2022-12-06,1.65,4,309,43,
790177,Gables Rest Self Catering Unit Somerset West,4171143,Rob,,Ward 84,-34.0808,18.85997,Entire home/apt,1800,3,1,2018-01-01,0.02,1,350,0,
1681507,LOCATION LOCATION LOCATION !,8892927,Julio,,Ward 115,-33.91055,18.41124,Private room,750,14,0,,,1,365,0,
20263,Villa Honeywood Five Star Self Catering Villa,837661,Daniel,,Ward 64,-34.13572,18.42007,Entire home/apt,6500,3,0,,,2,289,0,
795400,"Woodstock House, Cape Town",4190050,Rob,,Ward 57,-33.93214,18.45167,Entire home/apt,1100,7,6,2019-01-07,0.06,1,257,0,
20403,Light and Bright Somerset,76971,Bronwyn,,Ward 84,-34.10303,18.87076,Entire home/apt,9448,7,0,,,1,365,0,
795614,Architectural Home Magnificent View,4173981,Lisa,,Ward 77,-33.92839,18.40357,Entire home/apt,4764,10,16,2019-05-03,0.15,1,311,0,
20670,ROOM TO LET,78185,Gill,,Ward 64,-34.09117,18.48396,Private room,1276,3,0,,,1,0,0,
1684466,Casa Bianca - Luxury Family Villa Near to Camps Bay Beach,8906630,Susan & Eric,,Ward 54,-33.94968,18.38149,Entire home/apt,18500,4,113,2022-08-12,1.12,6,309,2,
800546,Glen Beach Villa Three,4214801,Mary-Louise,,Ward 54,-33.9469,18.37914,Entire home/apt,17000,1,76,2022-11-20,0.79,14,258,20,
1684882,Modern city loft with large terrace,144553,Hans,,Ward 57,-33.93848,18.45906,Entire home/apt,3009,2,94,2022-12-02,0.85,4,73,9,
22994,Heritage Home in Cape Town suburbs,89107,Sandra,,Ward 58,-33.95733,18.4881,Entire home/apt,1288,6,15,2022-01-10,0.10,1,194,1,
800623,Glen Beach Bungalow Penthouse,4214801,Mary-Louise,,Ward 54,-33.94707,18.37825,Entire home/apt,8800,1,92,2022-12-23,0.96,14,218,14,
28702,Waterford-Paddaplek Self Catering,59964,Chris+Alison,,Ward 71,-34.03765,18.43083,Hotel room,1000,2,0,,,3,0,0,
801399,"Bright, Colorful Green Point Apartment, Exclusive Poolside Views of the Ocean.",4218169,Roy,,Ward 115,-33.91125,18.40129,Entire home/apt,1950,3,94,2022-09-28,0.81,2,200,11,
28707,Waterford-Sunbird  B&B Suite,59964,Chris+Alison,,Ward 71,-34.03644,18.431,Entire home/apt,1257,2,5,2022-02-20,0.04,3,303,1,
1689925,Living like a Hollywood Star...,59342,Georg,,Ward 4,-33.858356,18.490376,Private room,4750,5,1,2016-09-24,0.01,6,300,0,
801953,123 Ocean View Dr Apartment,4218169,Roy,,Ward 115,-33.91112,18.40273,Entire home/apt,1950,3,37,2022-09-30,0.37,2,179,2,
801981,The Perfect Holiday Home in Cape Town,4221634,Tim,,Ward 74,-34.04129,18.36164,Entire home/apt,3110,3,16,2022-12-28,0.15,1,55,2,
1690757,Spacious studio with sunny deck in Tamboerskloof,5676433,Fiona,,Ward 77,-33.92457,18.40467,Entire home/apt,656,7,76,2022-12-05,0.68,3,120,6,
36347,"Cosy, Downtown Loft with Mountain Views over Rooftop Deck",156196,Alan,,Ward 115,-33.92456,18.42238,Entire home/apt,1318,28,267,2021-06-30,2.53,3,0,0,
807366,Cosy Cape Town Beach Cottage In Security Estate,4248754,Michaela,,Ward 55,-33.8846,18.48588,Entire home/apt,1279,4,25,2022-09-30,0.24,1,211,3,
36483,"Stylish Studio, Pool, Parking, Wifi, kitchenette",156910,Dave,,Ward 107,-33.8212,18.48323,Private room,670,2,37,2020-02-17,0.27,6,345,0,
36485,Stunning Studio Close To The Beach Cape Town,156910,Dave,,Ward 107,-33.81849,18.48452,Private room,790,2,28,2022-12-19,0.19,6,346,1,
1694115,African Vibes - The Blue Suite,8908046,African Vibes,,Ward 107,-33.8111,18.50279,Private room,800,30,0,,,1,364,0,
810042,Pineapple Cottage - Kalk Bay,4260566,Carol,,Ward 64,-34.12919,18.448,Entire home/apt,1279,3,29,2022-11-29,0.24,2,275,12,
1706106,ocean12_ beach apartment_OnShore,9004230,Katja,,Ward 4,-33.8569,18.48995,Private room,2800,3,9,2019-12-30,0.08,6,304,0,
1706299,living with friends in paradise,59342,Georg,,Ward 4,-33.858356,18.490376,Entire home/apt,10559,6,16,2022-10-15,0.15,6,254,6,
36499,Lovely Garden Cottage Close To The Beach Cape Town,156910,Dave,,Ward 107,-33.81933,18.48403,Entire home/apt,747,2,32,2022-02-12,0.23,6,331,1,
811611,8 On Burnside Under Table Mountain!,4267926,Ursula,,Ward 115,-33.93058,18.40854,Entire home/apt,1221,2,264,2022-12-14,2.22,1,310,30,
54730,Huge Bright Sunny 3 Bedroom 2 Bathroom in Fresnaye,253705,Michael,,Ward 54,-33.9216,18.38895,Entire home/apt,861,365,0,,,1,365,0,
1706390,Modern luxury 2 bed city apartment,5808514,Brad,,Ward 115,-33.92569,18.41474,Entire home/apt,960,2,84,2020-03-22,0.76,3,0,0,
812750,Lovely Room in 'The White House',3576139,Angela,,Ward 57,-33.93595,18.44451,Private room,693,5,78,2022-12-18,0.64,3,316,1,
1707166,The Cape Cottage Simon's Town,9008122,Derek,,Ward 61,-34.20985,18.45649,Entire home/apt,2656,4,33,2022-03-05,0.31,1,317,5,
82212,Perfect Beachfront Apartment,404176,Gayle,,Ward 54,-33.91788,18.38626,Entire home/apt,2464,2,30,2022-11-15,0.22,7,214,1,
841353,The Leopard Room,539579,Antony,,Ward 77,-33.93247,18.40552,Private room,1609,1,8,2022-01-03,0.07,4,29,2,
96036,Unique Town House -Green Point,510489,Christan,,Ward 115,-33.91113,18.40864,Entire home/apt,2400,4,21,2022-01-13,0.16,1,151,2,
1712959,Sandown Sojourn Cozy Garden Cottage,9034479,Claire,,Ward 58,-33.98049,18.47595,Entire home/apt,650,3,26,2022-11-10,0.24,1,343,5,
841355,The Rhino Room,539579,Antony,,Ward 77,-33.93103,18.40462,Private room,1480,1,20,2017-02-19,0.17,4,303,0,
841358,Whale Room - Lions Guest House,539579,Antony,,Ward 77,-33.93191,18.40499,Private room,1452,1,1,2015-04-26,0.01,4,358,0,
842387,The perfect place to stay and meet,4397998,Adam,,Ward 77,-33.93008,18.40549,Private room,548,2,82,2022-07-09,0.68,13,316,8,
848061,Blue Charm Garden Cottage,4427614,Tania,,Ward 63,-34.01896,18.48062,Private room,600,2,8,2020-03-09,0.07,1,361,0,
1716454,Contemporary luxury,7731329,Andre,,Ward 74,-34.02665,18.34216,Entire home/apt,4950,7,61,2022-01-05,0.56,1,358,1,
101292,ChicShak Self Catering Accommodation in Muizenberg,531026,Carey,,Ward 64,-34.10314,18.47446,Entire home/apt,450,1,37,2022-05-31,0.31,1,272,4,
106673,Omega 4. Wouldn't you like to safely live here?,552892,Mike,,Ward 23,-33.80488,18.46716,Entire home/apt,1247,2,21,2021-12-24,0.22,3,244,0,
855361,"Spacious, Peaceful Estate with Mountain Views",4468950,Ashley & Debbie,,Ward 74,-34.01501,18.36165,Entire home/apt,3500,2,22,2022-12-13,0.20,3,270,2,
1723346,WELL FINISHED AND COMFORTABLE APARTMENT,1492767,Paul,,Ward 54,-33.92203,18.3826,Entire home/apt,795,7,35,2022-11-27,0.32,2,312,10,
857701,Bay Splendour in Simon's Town (Self Catering),4486696,Fatima,,Ward 61,-34.18086,18.42311,Entire home/apt,3000,3,24,2022-12-11,0.39,1,307,4,
1724734,Villa Lalapanzi,863983,Karin,,Ward 77,-33.93119,18.40224,Entire home/apt,20095,3,6,2022-11-17,0.05,1,169,1,
114218,Mid-century House with Breathtaking Views,579839,Oliver,,Ward 77,-33.93903,18.39973,Entire home/apt,10368,5,23,2022-04-14,0.17,1,52,1,
858532,Stylish Fully Equipped City Loft,4492187,Luz Zoraida,,Ward 115,-33.92607,18.42532,Entire home/apt,1200,7,33,2022-04-07,0.31,1,347,2,
122455,Cape Town Yellow 💛 lifestyle with Sea Views!,613674,Randolf,,Ward 115,-33.91074,18.40563,Entire home/apt,11729,2,10,2022-04-17,0.86,1,145,10,
1739061,"Tranquil, secluded garden bedsit on mountain edge",5676433,Fiona,,Ward 77,-33.92476,18.40415,Entire home/apt,533,6,71,2022-10-31,0.63,3,89,10,
861257,The perfect place to stay and meet,4397998,Adam,,Ward 77,-33.93011,18.40566,Private room,598,2,44,2022-12-23,0.39,13,313,5,
1751488,Large Family friendly Beach House,7675295,Ania & Jurgen,,Ward 23,-33.7857,18.45472,Entire home/apt,1096,180,29,2021-06-30,0.27,1,0,0,
123012,The Studio,615652,Doreen,,Ward 115,-33.93142,18.40742,Entire home/apt,3000,1,33,2018-09-02,0.25,5,260,0,
123076,GARDEN COTTAGE,615652,Doreen,,Ward 77,-33.93243,18.40678,Entire home/apt,4200,1,16,2017-09-24,0.11,5,237,0,
875916,Llandudno Beach Penthouse 5 minutes from the beach,4625439,Maureen,,Ward 74,-34.00828,18.34458,Entire home/apt,2029,3,4,2022-11-04,0.08,4,233,2,
1755734,Ethnic Ararb LongTerm-Bedroom w/ private bathroom,9233395,Pier,,Ward 115,-33.9091,18.40191,Private room,340,28,6,2022-07-29,0.35,6,226,5,
1755739,The Piazza 2 B/Rms Free Fiber Wi _ - heart of CPT,9233395,Pier,,Ward 115,-33.92544,18.42176,Entire home/apt,1116,28,44,2022-07-12,0.40,6,284,6,
879450,Mountain View Studio Apartment,692331,Louie,,Ward 58,-33.97675,18.47225,Entire home/apt,1288,2,76,2022-03-20,0.67,2,0,2,
1762010,"Views, trees, peace",9261843,Jonathan,,Ward 69,-34.09774,18.36616,Entire home/apt,4000,1,36,2022-10-27,0.33,1,273,8,
133339,Constantia Villa - Cape Town,654987,Alice,,Ward 77,-33.93541,18.40407,Private room,1400,3,92,2022-03-31,0.67,3,350,2,
887577,Lakehouse on the water in Ecoestate,4706907,Bridget,,Ward 69,-34.11762,18.37963,Entire home/apt,8508,10,2,2020-01-06,0.04,1,0,0,
141734,Windermere Quinns Holiday Home,689156,Sylvia & Dieter,,Ward 84,-34.07655,18.88112,Private room,548,6,1,2014-08-12,0.01,1,335,0,
1765078,Villa in Constantia Cape Town,9276519,Janine,,Ward 62,-34.01189,18.43118,Entire home/apt,25000,6,7,2020-01-04,0.10,2,1,0,
893053,At Greenmarket Place apartment - stunning views,4749338,Katia,,Ward 115,-33.92222,18.41999,Entire home/apt,1600,2,33,2022-05-14,0.31,2,351,1,
1773094,Beautiful views; very well located,2006171,David,,Ward 115,-33.91129,18.40263,Entire home/apt,7730,3,138,2022-12-09,1.26,1,199,19,
146905,BLUE ROBIN BEACHFRONT HOLIDAY HOME,710206,Pam,,Ward 23,-33.80229,18.46014,Entire home/apt,950,7,5,2020-01-10,0.07,1,242,0,
897063,Central and Beautiful,3007944,Ian,,Ward 115,-33.91233,18.41226,Entire home/apt,657,3,96,2022-12-18,0.80,3,263,17,
1777153,PEAK VIEW APARTMENT.,2523680,Ada,,Ward 77,-33.93903,18.4182,Entire home/apt,500,28,90,2022-04-09,0.81,2,75,4,
900141,"Kapstadt, Milnerton Garden Cottage",4806391,Peter,,Ward 55,-33.87805,18.4963,Entire home/apt,1096,4,20,2022-05-06,0.21,1,294,6,
1779152,Top Floor Apartment With Home Office & Fiber WIFI,4504150,Simon,,Ward 54,-33.92038,18.38706,Entire home/apt,1472,1,66,2022-12-17,0.68,1,304,13,
200211,Beautiful & Cosy Ocean View Apartment - must see!,978466,Anne-Lotte,,Ward 54,-33.91546,18.39493,Entire home/apt,1815,3,109,2022-12-28,0.80,1,117,9,
900802,Belvedere on Barkley - Oak Suite,4812503,June,,Ward 58,-33.96002,18.48096,Private room,650,1,6,2022-11-26,0.18,2,302,4,
218269,Spacious Heritage Cottage in the City-Safe&Cosy,255784,Don & Jaco,,Ward 115,-33.93164,18.40916,Entire home/apt,856,2,88,2022-12-15,0.64,5,290,12,
906093,Table Mountain View Bachelor Home Away From Home,2469634,Clyde,,Ward 115,-33.91278,18.41511,Entire home/apt,890,4,69,2022-12-18,0.60,2,322,12,
231402,Braeside House Loft Apartment,1209960,Stuart,,Ward 115,-33.90974,18.40512,Entire home/apt,1750,3,100,2022-03-28,0.74,2,259,3,
911211,The Loft,615652,Doreen,,Ward 115,-33.931976,18.407118,Entire home/apt,3800,1,22,2020-02-07,0.20,5,223,0,
1784246,Country cottage at the sea,9364904,Beverley,,Ward 69,-34.1364,18.36014,Entire home/apt,1300,3,21,2022-12-19,0.19,1,200,8,
919640,luxury home in upmarket constantia,4940476,Andrew,,Ward 73,-34.02218,18.45549,Entire home/apt,8589,14,0,,,1,364,0,
924525,Neptune Isle 301,3961453,HostAgents,,Ward 55,-33.893059,18.482252,Entire home/apt,3575,2,13,2022-12-11,0.19,95,320,7,
1785395,Beautiful Apartment near Cape Town: INTABA,9370310,Tino & Anja,,Ward 15,-34.07684,18.83049,Hotel room,950,3,2,2015-01-23,0.02,3,95,0,
255987,"Bellevue Manor Guest House, SEA POINT, CAPE TOWN",1345936,Gary,,Ward 54,-33.91478,18.39179,Private room,913,1,34,2022-12-18,0.58,6,360,6,
275876,"Kloof Street Cottage, huge deck & panoramic views",1441807,Martin,,Ward 115,-33.93109,18.40717,Entire home/apt,1177,2,146,2019-07-26,1.10,1,0,0,
930318,Penthouse with Panoramic Sea Views,5011034,Kerri And Kelly From Blue Views,,Ward 54,-33.95952,18.3757,Entire home/apt,17186,4,10,2020-12-09,0.09,9,212,0,4660161706
281316,The Lions Private Buffalo Apartment,539579,Antony,,Ward 77,-33.93099,18.40566,Entire home/apt,1815,2,20,2016-03-13,0.15,4,60,0,
1794790,Open-plan garden flat + sunny patio,5676433,Fiona,,Ward 77,-33.92469,18.40467,Entire home/apt,656,6,57,2022-12-07,0.51,3,135,8,
930469,Penthouse with Sweeping Sea and Mountain Views,5011034,Kerri And Kelly From Blue Views,,Ward 54,-33.96061,18.37578,Entire home/apt,31500,3,12,2020-12-15,0.20,9,245,0,
1795017,Boutique Resort SALTY BREEZE: Garden Apartment,9416174,Birgit,,Ward 107,-33.81977,18.48508,Entire home/apt,2466,5,20,2022-01-09,0.24,5,362,1,
282586,Cottage de la Mer with Private Terrace and Dream Pool,1384294,Patrick,,Ward 54,-33.92659,18.38326,Entire home/apt,3719,3,32,2022-12-14,0.33,2,317,6,
930476,Breathtaking Ocean Views from a Luxury Beach Villa,5011034,Kerri And Kelly From Blue Views,,Ward 54,-33.96041,18.37494,Entire home/apt,31286,3,12,2021-10-20,0.18,9,269,0,
1795087,Explore CT from the funkiest home in Green Point,8019832,Carin,,Ward 115,-33.9085,18.40763,Private room,400,2,169,2022-08-16,1.51,1,57,9,
930482,Contemporary Serviced Apartment near Bakoven Beaches,5011034,Kerri And Kelly From Blue Views,,Ward 54,-33.96065,18.37492,Entire home/apt,24000,1,4,2019-03-03,0.07,9,263,0,4660161706
930488,"Best location with pool, 50 meters to Beach",5011034,Kerri And Kelly From Blue Views,,Ward 54,-33.96035,18.37424,Entire home/apt,35000,3,7,2019-11-19,0.11,9,0,0,
1795805,Private flatlet close to everything,9047137,Hanlie,,Ward 57,-33.93499,18.45478,Entire home/apt,583,2,94,2022-12-22,1.12,1,129,18,
933618,"Primaview, Camps Bay, Cape Town",5033305,Jono,,Ward 54,-33.95355,18.38767,Entire home/apt,1709,4,229,2022-12-16,1.91,1,74,39,
1796238,EXQUISITE VIEWS - HISTORIC BO KAAP,9421088,Tracy,,Ward 77,-33.92335,18.41225,Entire home/apt,5000,7,6,2020-01-08,0.06,3,166,0,
282606,Sun Room,77323658,Andries,,Ward 59,-33.99766,18.4682,Private room,290,5,40,2022-10-31,0.33,4,315,3,
957549,Braemar Cottage,5207475,Beth,,Ward 57,-33.95111,18.48185,Entire home/apt,950,3,49,2022-07-07,0.44,1,331,5,
283053,Braeside House Main Apartment,1209960,Stuart,,Ward 115,-33.90974,18.40512,Entire home/apt,1750,3,66,2022-10-29,0.49,2,258,3,
286894,SPOIL YOURSELF IN STYLE and COMFORT,1492767,Paul,,Ward 54,-33.92285,18.38273,Entire home/apt,1250,90,19,2016-06-09,0.14,2,274,0,
969627,MY AFRICA HOME Home away from home,5295920,Laura,,Ward 113,-33.82998,18.50052,Entire home/apt,2089,14,4,2019-11-26,0.04,1,0,0,
287211,Spacious three storied home  Cape town,1494208,Fiona,,Ward 77,-33.93369,18.40481,Entire home/apt,2140,7,20,2018-02-21,0.18,1,93,0,
1808811,Magnificent Table Mountain views,9478902,Gus,,Ward 77,-33.92914,18.40186,Private room,739,3,47,2022-10-21,0.43,3,256,7,
988881,"Long lease, Cape Town, unfurnished.",5428414,Naomi,,Ward 74,-34.03302,18.36112,Entire home/apt,420,360,0,,,1,365,0,
1812692,100m2 Beach Style Apartment/300m to beach/inverter,9416174,Birgit,,Ward 107,-33.82376,18.48177,Entire home/apt,2088,5,18,2022-09-05,0.22,5,349,6,
291205,"""Sevensleepers"" Holiday Apartment",1512563,Hanne,,Ward 71,-34.07028,18.44949,Entire home/apt,890,3,15,2022-04-23,0.12,1,302,4,
991674,"Spacious, light, idyllic family home",5446179,Stephen,,Ward 64,-34.08967,18.46343,Entire home/apt,800,5,4,2020-12-28,0.07,1,242,0,
1812794,"Contemporary, unique, coastal home",9497094,Roben,,Ward 64,-34.12941,18.44778,Entire home/apt,2500,3,0,,,1,29,0,
1002060,Harbour Lights-Simon's Town,5510268,Natalie,,Ward 61,-34.19545,18.44126,Entire home/apt,2858,10,17,2022-04-22,0.23,9,319,1,
1821200,Sundowners B,9534747,Sandy & Eugene,,Ward 74,-34.01149,18.33514,Entire home/apt,2654,2,29,2022-12-20,0.35,3,303,7,
1833451,Boutique Resort SALTY BREEZE: Garden Cottage,9416174,Birgit,,Ward 107,-33.81995,18.48518,Entire home/apt,1409,3,21,2022-12-02,0.22,5,347,3,
1004855,"1 Bed apt, close to CB beach, Sleeps 3, Garage",5527126,Elize,,Ward 54,-33.96331,18.37749,Entire home/apt,2386,3,6,2020-02-17,0.05,21,327,0,
292170,"Gay-friendly, City Bowl  Cape Town",1513113,Sandra,,Ward 77,-33.9343,18.42098,Private room,700,3,7,2022-11-18,0.07,2,363,1,
1005168,"Sea view Villa in Secure Gated  Estate ,Cape Town",5528437,Nicky,,Ward 74,-34.01217,18.35776,Entire home/apt,5500,12,7,2019-12-29,0.06,1,312,0,
298622,Stunning Sea View apt in the Cape,1539169,Diane,,Ward 61,-34.20866,18.45794,Entire home/apt,1250,2,67,2022-12-01,0.51,1,304,2,
1834106,Dutch-Style Farmhouse Cottage with Tropical Garden,1141317,Bettina,,Ward 77,-33.93409,18.40895,Entire home/apt,2875,2,80,2022-12-11,0.77,3,46,4,
1007850,Afribode's Alexander Loft,5509428,Afribode,,Ward 115,-33.92368,18.42208,Entire home/apt,1600,2,5,2017-05-07,0.06,20,113,0,
1852938,No load shedding! 5 Star loft-private patio-Wifi40,9675094,Frank,,Ward 115,-33.91288,18.41833,Entire home/apt,6980,2,199,2022-12-10,1.80,3,124,18,
1012627,Afribode's Acacia Place,5509428,Afribode,,Ward 115,-33.92439,18.42294,Entire home/apt,1400,1,11,2021-12-21,0.17,20,74,0,
1013146,Garden Room,77323658,Andries,,Ward 59,-33.99796,18.46698,Private room,380,5,17,2022-08-19,0.15,4,337,1,
1853069,Boutique City View Loft with Communal Pool and BBQ Area,2516345,Jaco,,Ward 115,-33.91274,18.41415,Entire home/apt,3606,3,9,2020-12-30,0.08,68,258,0,
357793,City Chic meets Table Mountain,1802190,Liliane,,Ward 115,-33.92414,18.42065,Entire home/apt,1900,4,202,2022-12-11,1.59,1,75,10,
1019660,DUCKS CROSSING,5613711,Sandra,,Ward 73,-34.04447,18.4619,Entire home/apt,2400,2,0,,,1,360,0,
357993,Beach View Studio with Balcony Walkout,1811942,Shannon,,Ward 54,-33.96296,18.37931,Entire home/apt,1789,2,107,2022-11-24,0.99,3,188,4,
363935,Surfers' Dream,1838554,Antje,,Ward 64,-34.10183,18.47495,Entire home/apt,1500,14,4,2020-12-30,0.04,2,7,0,
1853122,Knightsbridge 407,3961453,HostAgents,,Ward 55,-33.889996,18.510744,Entire home/apt,3400,2,9,2022-07-03,0.13,95,302,3,
1863057,Admire Table Bay from a Contemporary Hideaway,9715719,Anton,,Ward 115,-33.91234,18.40163,Entire home/apt,4894,3,23,2022-09-12,0.21,1,211,2,
1040292,Afribode's Antares Loft,5509428,Afribode,,Ward 115,-33.92344,18.42298,Entire home/apt,1400,2,3,2015-04-07,0.03,20,117,0,
1041922,Affordable Six Bed Sea View Villa W/pool in Camps Bay,4073500,James,,Ward 54,-33.95875,18.38149,Entire home/apt,21786,2,46,2020-03-23,0.43,1,76,0,
1863625,Bishopscourt home holiday rental,8732631,Shawn,,Ward 62,-33.98795,18.4502,Entire home/apt,3500,14,5,2022-01-05,0.05,1,290,1,
1043446,Afribode's Life Loft,5509428,Afribode,,Ward 115,-33.92345,18.42201,Entire home/apt,1400,1,5,2022-11-05,0.05,20,116,2,
370531,Light & Fun House in Cape Town,1867661,Claudia,,Ward 57,-33.93902,18.46766,Entire home/apt,1250,5,20,2022-04-20,0.15,1,301,2,
1044351,Afribode's Cape City View,5509428,Afribode,,Ward 115,-33.92483,18.42346,Entire home/apt,1400,1,2,2021-12-09,0.02,20,102,0,
1871897,Secure* SOLAR*Uncapped & unthrottled fast Wi-Fi,9752740,Rixie,,Ward 1,-33.8782,18.57935,Entire home/apt,1013,5,23,2022-11-14,0.24,2,346,5,
1046677,Afribode's African Icon,5509428,Afribode,,Ward 115,-33.91901,18.42328,Entire home/apt,1420,1,5,2021-12-05,0.06,20,88,0,
1047449,Afribode's Aeicon Suite,5509428,Afribode,,Ward 115,-33.9185,18.42469,Entire home/apt,1800,1,4,2022-12-02,0.05,20,108,1,
